Genome	Primer	Amplification	Pairing and Strand direction ((+)/(-))	Strand direction	Strand check	Mismatch	Distance	Location
OR793083.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
OR793084.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
OR793086.1		none				M	D	
OR793087.1		none				M	D	
OR793088.1		none				M	D	
OR793089.1		none				M	D	
OR793090.1		none				M	D	
OR793091.1		none				M	D	
OR793092.1		none				M	D	
OR793093.1		none				M	D	
OR793094.1		none				M	D	
OR793097.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5405:5423:-
OR793098.1		none				M	D	
OR793099.1		none				M	D	
OR793100.1		none				M	D	
OR793101.1		none				M	D	
PV750886.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV750898.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5421:5439:-
PV784278.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PV784280.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ475911.1		none				M	D	
PQ482378.1		none				M	D	
PQ482379.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ482380.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ273191.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5413:5431:-
PQ273192.1		none				M	D	
PQ195879.1		none				M	D	
PQ195881.1		none				M	D	
PQ195882.1		none				M	D	
PQ195883.1		none				M	D	
PQ195885.1		none				M	D	
PQ195886.1		none				M	D	
PQ195887.1		none				M	D	
PQ195888.1		none				M	D	
PQ195889.1		none				M	D	
PQ195890.1		none				M	D	
PQ195892.1		none				M	D	
PQ195894.1		none				M	D	
PQ195895.1		none				M	D	
PQ195896.1		none				M	D	
PQ195897.1		none				M	D	
PQ195899.1		none				M	D	
PQ195900.1		none				M	D	
PQ195901.1		none				M	D	
PQ195902.1		none				M	D	
PQ195903.1		none				M	D	
PQ195906.1		none				M	D	
PQ195907.1		none				M	D	
PQ195908.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PQ195909.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PQ195910.1		none				M	D	
PQ195911.1		none				M	D	
PQ195912.1		none				M	D	
PQ195913.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PQ195914.1		none				M	D	
PQ195915.1		none				M	D	
PQ195916.1		none				M	D	
PQ195917.1		none				M	D	
PQ195919.1		none				M	D	
PQ195920.1		none				M	D	
PQ195921.1		none				M	D	
PQ195922.1		none				M	D	
PQ195923.1		none				M	D	
PQ195924.1		none				M	D	
PQ195925.1		none				M	D	
PQ195926.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PQ195927.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PQ195928.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PQ195929.1		none				M	D	
PQ195930.1		none				M	D	
PQ195931.1		none				M	D	
PQ195932.1		none				M	D	
PQ195933.1		none				M	D	
PQ195934.1		none				M	D	
PQ195935.1		none				M	D	
PQ195936.1		none				M	D	
PQ195937.1		none				M	D	
PQ195938.1		none				M	D	
PQ195939.1		none				M	D	
PQ195940.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PQ195942.1		none				M	D	
PQ195943.1		none				M	D	
PQ195944.1		none				M	D	
PQ195945.1		none				M	D	
PQ195946.1		none				M	D	
PQ195947.1		none				M	D	
PQ195948.1		none				M	D	
PQ195949.1		none				M	D	
PQ195950.1		none				M	D	
PQ195951.1		none				M	D	
PQ195952.1		none				M	D	
PQ207921.1		none				M	D	
PQ207925.1		none				M	D	
PQ207926.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PQ207927.1		none				M	D	
PQ207928.1		none				M	D	
PQ207933.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PQ207934.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PQ207937.1		none				M	D	
PQ207944.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5426:5444:-
PQ207945.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5430:5448:-
PQ207946.1		none				M	D	
PQ207947.1		none				M	D	
PQ208315.1		none				M	D	
PQ208316.1		none				M	D	
PQ208317.1		none				M	D	
PQ208319.1		none				M	D	
PQ208320.1		none				M	D	
PQ208321.1		none				M	D	
PQ208322.1		none				M	D	
PQ208323.1		none				M	D	
PQ208326.1		none				M	D	
PQ208327.1		none				M	D	
PQ208328.1		none				M	D	
PQ208329.1		none				M	D	
PQ214832.1		none				M	D	
PQ214835.1		none				M	D	
PQ214837.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PQ215524.1		none				M	D	
PQ215526.1		none				M	D	
PQ219041.1		none				M	D	
PQ641315.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5447:5465:-
PQ507173.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5409:5427:-
PQ507174.1		none				M	D	
PQ507178.1		none				M	D	
PQ507179.1		none				M	D	
PQ442935.1		none				M	D	
PQ442936.1		none				M	D	
PQ442937.1		none				M	D	
PQ373119.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5423:5441:-
PQ373125.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373128.1		none				M	D	
PQ373130.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373134.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373135.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373136.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373137.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373141.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373143.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373144.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373145.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ373146.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
OP205527.1		none				M	D	
OP205541.1		none				M	D	
OP205566.1		none				M	D	
OP205577.1		none				M	D	
OP205578.1		none				M	D	
OP205579.1		none				M	D	
OP205580.1		none				M	D	
OP205582.1		none				M	D	
OR084256.1		none				M	D	
OR084257.1		none				M	D	
OR084258.1		none				M	D	
OR084259.1		none				M	D	
OR084260.1		none				M	D	
OR084261.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
OR084262.1		none				M	D	
OR084263.1		none				M	D	
OR084264.1		none				M	D	
OP805360.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
OP805361.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
OK376252.1		none				M	D	
MT362912.1		none				M	D	
MT409884.1		none				M	D	
MK928496.1		none				M	D	
MK928497.1		none				M	D	
MK928498.1		none				M	D	
MK928499.1		none				M	D	
MH260483.1		none				M	D	
MH260484.1		none				M	D	
MH260485.1		none				M	D	
MH260488.1		none				M	D	
MH260490.1		none				M	D	
MH260492.1		none				M	D	
MH260502.1		none				M	D	
MH260504.1		none				M	D	
KJ710245.2	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PV920370.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5422:5440:-
PX285873.1		none				M	D	
PQ308684.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ308685.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ308686.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ308687.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ308689.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ310124.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310125.2	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ310126.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310127.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310128.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310129.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310130.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310131.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5424:5442:-
PQ310234.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ310236.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ304612.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ304613.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5420:5438:-
PQ304632.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M1	D	5416:5434:-
PP658551.1		none				M	D	
PP658555.1		none				M	D	
PP658557.1		none				M	D	
PP658559.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5414:5432:-
PP658560.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5411:5429:-
PP658561.1		none				M	D	
PP645199.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP645200.1		none				M	D	
PP564826.1		none				M	D	
PP564827.1		none				M	D	
PP564828.1		none				M	D	
PP564829.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP564830.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP564831.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP564832.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP564833.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
PP564834.1	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
MN525275.1		none				M	D	
MN493873.1		none				M	D	
KC962453.2	reverse_primer_1	lin	reverse_primer_1 (-)	-	pass	M2	D	5415:5433:-
KC962462.3		none				M	D	
