accession,not_gii,duplicated,ambiguous,missing_required_region
KU963420.1,True,False,False,False
KU963421.1,True,False,False,False
KU963422.1,True,False,False,False
KU963423.1,True,False,False,False
KU963424.1,True,False,False,False
KU963425.1,True,False,False,False
KU963426.1,True,False,False,False
KU963427.1,True,False,False,False
KU963428.1,True,False,False,False
KU963429.1,True,False,False,False
KU963430.1,True,False,False,False
KU963431.1,True,False,False,False
KU963432.1,True,False,False,False
KU963433.1,True,False,False,False
KU963434.1,True,False,False,False
KU963435.1,True,False,False,False
KU963436.1,True,False,False,False
KU963437.1,True,False,False,False
KU963438.1,True,False,False,False
KU963439.1,True,False,False,False
KU963440.1,True,False,False,False
KU963441.1,True,False,False,False
KU963442.1,True,False,False,False
KU963443.1,True,False,False,False
KU963444.1,True,False,False,False
KU963445.1,True,False,False,False
KU963446.1,True,False,False,False
KU963447.1,True,False,False,False
KU963448.1,True,False,False,False
KU963449.1,True,False,False,False
KU963450.1,True,False,False,False
KU963451.1,True,False,False,False
KU963452.1,True,False,False,False
KU963453.1,True,False,False,False
KU963454.1,True,False,False,False
KU963455.1,True,False,False,False
KU963456.1,True,False,False,False
KU963457.1,True,False,False,False
KU963458.1,True,False,False,False
KU963459.1,True,False,False,False
KU963460.1,True,False,False,False
KU963461.1,True,False,False,False
KU963462.1,True,False,False,False
KU963463.1,True,False,False,False
KU963464.1,True,False,False,False
KU963465.1,True,False,False,False
KU963466.1,True,False,False,False
KU963467.1,True,False,False,False
KU963468.1,True,False,False,False
KU963469.1,True,False,False,False
KU963470.1,True,False,False,False
KU963471.1,True,False,False,False
KU963472.1,True,False,False,False
KU963473.1,True,False,False,False
KU963474.1,True,False,False,False
KU963475.1,True,False,False,False
KU963476.1,True,False,False,False
KU963477.1,True,False,False,False
KU963478.1,True,False,False,False
KU963479.1,True,False,False,False
KU963480.1,True,False,False,False
KU963481.1,True,False,False,False
KU963482.1,True,False,False,False
KU963483.1,True,False,False,False
KU963484.1,True,False,False,False
KU963485.1,True,False,False,False
KU963486.1,True,False,False,False
KU963487.1,True,False,False,False
KU973910.1,True,False,False,True
KU973911.1,True,False,False,True
KU973912.1,True,False,False,True
KU973913.1,True,False,False,True
KU973914.1,True,False,False,True
KU973915.1,False,False,False,True
KU973916.1,False,False,False,True
KU973917.1,False,False,False,True
KU973918.1,False,False,False,True
KU973919.1,False,False,False,True
KU973920.1,False,False,False,True
KU973921.1,False,False,False,True
KU973922.1,False,False,False,True
KU973923.1,False,False,False,True
KU973924.1,False,False,False,True
KU973925.1,False,False,False,True
KU973926.1,False,False,False,True
KU973927.1,False,False,False,True
KU973928.1,False,False,False,True
KU973929.1,False,False,False,True
KU973930.1,False,False,False,True
KU973931.1,False,False,False,True
KU973932.1,False,False,False,True
KU973933.1,False,False,False,True
KU973934.1,True,False,False,True
KU985152.1,True,False,False,True
KU985153.1,True,False,False,True
KU985154.1,True,False,False,True
KU985155.1,True,False,False,True
KU985156.1,True,False,False,True
KU985157.1,True,False,False,True
KU985158.1,True,False,False,True
KU985159.1,True,False,False,True
KU985160.1,True,False,False,True
KU985161.1,True,False,False,True
KU985162.1,True,False,False,True
KU985163.1,True,False,False,True
KU985164.1,True,False,False,True
KU985165.1,True,False,False,True
KU985166.1,True,False,False,True
KX017979.1,True,False,False,True
KX017980.1,True,False,False,True
KX017981.1,True,False,False,True
KX017982.1,True,False,False,True
KX017983.1,True,False,False,True
KX017984.1,True,False,False,True
KX017985.1,True,False,False,True
KX017986.1,True,False,False,True
KX017987.1,True,False,False,True
KX017988.1,True,False,False,True
KX017989.1,True,False,False,True
KX017990.1,True,False,False,True
KX017991.1,False,False,False,True
KX017992.1,False,False,False,True
KX017993.1,False,False,False,True
KX017994.1,False,False,False,True
KX017995.1,False,False,False,True
KX017996.1,False,False,False,True
KX017997.1,False,False,False,True
KX017998.1,False,False,False,True
KX017999.1,False,False,False,True
KX018000.1,False,False,False,True
KX018001.1,False,False,False,True
KX018002.1,False,False,False,True
KX018003.1,False,False,False,True
KX018004.1,False,False,False,True
KX018005.1,False,False,False,True
KX018006.1,False,False,False,True
KX018007.1,False,False,False,True
KX018008.1,False,False,False,True
KX018009.1,False,False,False,True
KX018010.1,False,False,False,True
KX018011.1,False,False,False,True
KX018012.1,False,False,False,True
KX018013.1,False,False,False,True
KX018014.1,False,False,False,True
KX018015.1,False,False,False,True
KX018016.1,False,False,False,True
KX018017.1,False,False,False,True
KX018018.1,False,False,False,True
KX024652.1,True,False,False,False
KX061540.1,True,False,False,False
KX064756.1,False,False,False,True
KX064757.1,False,False,False,True
KX064758.1,False,False,False,True
KX064759.1,False,False,False,True
KX064760.1,False,False,False,True
KX064761.1,False,False,False,True
KX130603.1,True,False,False,True
KX134669.1,True,False,False,False
KX134670.1,True,False,False,False
KX134671.1,True,False,False,False
KX154755.1,True,False,False,False
KX154756.1,True,False,False,True
KX154757.1,True,False,False,True
KX154758.1,True,False,False,True
KX154759.1,True,False,False,True
KX154760.1,True,False,False,True
KX154761.1,True,False,False,True
KX154762.1,True,False,False,True
KX154763.1,True,False,False,True
KX158283.1,False,False,False,True
KX158284.1,False,False,False,True
KX158286.1,False,False,False,True
KX158287.1,False,False,False,True
KX158288.1,False,False,False,True
KX158289.1,False,False,False,True
KX158290.1,False,False,False,True
KX158291.1,False,False,False,True
KX158292.1,False,False,False,True
KX158293.1,False,False,False,True
KX158294.1,False,False,False,True
KX158295.1,False,False,False,True
KX158296.1,False,False,False,True
KX168437.1,True,False,False,False
KX168438.1,True,False,False,False
KX168439.1,True,False,False,False
KX168440.1,True,False,False,False
KX168441.1,True,False,False,False
KX168442.1,True,False,False,False
KX168443.1,True,False,False,False
KX168444.1,True,False,False,False
KX168445.1,True,False,False,False
KX168446.1,True,False,False,False
KX168447.1,True,False,False,False
KX168448.1,True,False,False,False
KX168449.1,True,False,False,False
KX168450.1,True,False,False,False
KX168451.1,True,False,False,False
KX168452.1,True,False,False,False
KX168453.1,True,False,False,False
KX168454.1,True,False,False,False
KX168455.1,True,False,False,False
KX168456.1,True,False,False,False
KX171412.1,True,False,False,False
KX171413.1,True,False,False,False
KX171414.1,True,False,False,False
KX171415.1,True,False,False,False
KX171416.1,True,False,False,False
KX171417.1,True,False,False,False
KX171418.1,True,False,False,False
KX171419.1,True,False,False,False
KX216787.1,False,False,False,True
KX228750.1,True,False,False,True
KX228751.1,True,False,False,True
KX228752.1,True,False,False,True
KX228753.1,True,False,False,True
KX228754.1,True,False,False,True
KX228755.1,True,False,False,True
KX228756.1,True,False,False,True
KX228757.1,True,False,False,True
KX228758.1,True,False,False,True
KX228759.1,True,False,False,True
KX228760.1,True,False,False,True
KX228761.1,True,False,False,True
KX228762.1,True,False,False,True
KX228763.1,True,False,False,True
KX232361.1,True,False,False,True
KX232362.1,True,False,False,True
KX232363.1,True,False,False,True
KX232364.1,True,False,False,True
KX232365.1,True,False,False,True
KX232366.1,True,False,False,True
KX232367.1,True,False,False,True
KX232368.1,True,False,False,True
KX232369.1,True,False,False,True
KX232370.1,True,False,False,True
KX232371.1,True,False,False,True
KX232372.1,True,False,False,True
KX232373.1,True,False,False,True
KX232374.1,True,False,False,True
KX232375.1,True,False,False,True
KX232376.1,True,False,False,True
KX232377.1,True,False,False,True
KX232378.1,True,False,False,True
KX232379.1,True,False,False,True
KX232380.1,True,False,False,True
KX232381.1,True,False,False,True
KX232382.1,True,False,False,True
KX232383.1,True,False,False,True
KX232384.1,True,False,False,True
KX232385.1,True,False,False,True
KX232386.1,True,False,False,True
KX232387.1,True,False,False,True
KX232388.1,True,False,False,True
KX232389.1,True,False,False,True
KX232390.1,True,False,False,True
KX232391.1,True,False,False,True
KX232392.1,True,False,False,True
KX232393.1,True,False,False,True
KX232394.1,True,False,False,True
KX232395.1,True,False,False,True
KX232396.1,True,False,False,True
KX232397.1,True,False,False,True
KX232398.1,True,False,False,True
KX232399.1,True,False,False,True
KX232400.1,True,False,False,True
KX232401.1,True,False,False,True
KX232402.1,True,False,False,True
KX232403.1,True,False,False,True
KX232404.1,True,False,False,True
KX232405.1,True,False,False,True
KX232406.1,True,False,False,True
KX232407.1,True,False,False,True
KX232408.1,True,False,False,True
KX232409.1,True,False,False,True
KX232410.1,True,False,False,True
KX232411.1,True,False,False,True
KX232412.1,True,False,False,True
KX232413.1,True,False,False,True
KX232414.1,True,False,False,True
KX232415.1,True,False,False,True
KX232416.1,True,False,False,True
KX232417.1,True,False,False,True
KX232418.1,True,False,False,True
KX232419.1,True,False,False,True
KX232420.1,True,False,False,True
KX232421.1,True,False,False,True
KX232422.1,True,False,False,True
KX232423.1,True,False,False,True
KX244850.1,True,False,False,False
KX244851.1,True,False,False,False
KX244852.1,True,False,False,False
KX244853.1,True,False,False,False
KX244854.1,True,False,False,False
KX255499.1,True,False,False,True
KX255500.1,True,False,False,True
KX255501.1,True,False,False,True
KX255502.1,True,False,False,True
KX255503.1,True,False,False,True
KX255504.1,True,False,False,True
KX255505.1,True,False,False,True
KX255506.1,True,False,False,True
KX255507.1,True,False,False,True
KX255508.1,True,False,False,True
KX255509.1,True,False,False,True
KX255510.1,True,False,False,True
KX255511.1,True,False,False,True
KX255512.1,True,False,False,True
KX255513.1,True,False,False,True
KX255514.1,True,False,False,True
KX255515.1,True,False,False,True
KX255516.1,True,False,False,True
KX255517.1,True,False,False,True
KX255518.1,True,False,False,True
KX255519.1,True,False,False,True
KX255520.1,True,False,False,True
KX255521.1,True,False,False,True
KX255522.1,True,False,False,True
KX255523.1,True,False,False,True
KX255524.1,True,False,False,True
KX255525.1,True,False,False,True
KX255526.1,True,False,False,True
KX255527.1,True,False,False,True
KX255528.1,True,False,False,True
KX255529.1,True,False,False,True
KX255530.1,True,False,False,True
KX255531.1,True,False,False,True
KX255532.1,True,False,False,True
KX255533.1,True,False,False,True
KX255534.1,True,False,False,True
KX255535.1,True,False,False,True
KX255536.1,True,False,False,True
KX255537.1,True,False,False,True
KX255538.1,True,False,False,True
KX255539.1,True,False,False,True
KX255540.1,True,False,False,True
KX255541.1,True,False,False,True
KX255542.1,True,False,False,True
KX255543.1,True,False,False,True
KX255544.1,True,False,False,True
KX255545.1,True,False,False,True
KX255546.1,True,False,False,True
KX255547.1,True,False,False,True
KX255548.1,True,False,False,True
KX255549.1,True,False,False,True
KX255550.1,True,False,False,True
KX255551.1,True,False,False,True
KX255552.1,True,False,False,True
KX255553.1,True,False,False,True
KX255554.1,True,False,False,True
KX255555.1,True,False,False,True
KX255556.1,True,False,False,True
KX255557.1,True,False,False,True
KX255558.1,True,False,False,True
KX255559.1,True,False,False,True
KX255560.1,True,False,False,True
KX255561.1,True,False,False,True
KX255562.1,True,False,False,True
KX255563.1,True,False,False,True
KX255564.1,True,False,False,True
KX255565.1,True,False,False,True
KX255566.1,True,False,False,True
KX255567.1,True,False,False,True
KX255568.1,True,False,False,True
KX255569.1,True,False,False,True
KX255570.1,True,False,False,True
KX255571.1,True,False,False,True
KX255572.1,True,False,False,True
KX255573.1,True,False,False,True
KX255574.1,True,False,False,True
KX255575.1,True,False,False,True
KX255576.1,True,False,False,True
KX255577.1,True,False,False,True
KX255578.1,True,False,False,True
KX255579.1,True,False,False,True
KX255580.1,True,False,False,True
KX255581.1,True,False,False,True
KX255582.1,True,False,False,True
KX255583.1,True,False,False,True
KX255584.1,True,False,False,True
KX255585.1,True,False,False,True
KX255586.1,True,False,False,True
KX255587.1,True,False,False,True
KX255588.1,True,False,False,True
KX255589.1,True,False,False,True
KX255590.1,True,False,False,True
KX255591.1,True,False,False,True
KX255592.1,True,False,False,True
KX255593.1,True,False,False,True
KX255594.1,True,False,False,True
KX255595.1,True,False,False,True
KX255596.1,True,False,False,True
KX255597.1,True,False,False,True
KX255598.1,True,False,False,True
KX255599.1,True,False,False,True
KX255600.1,True,False,False,True
KX255601.1,True,False,False,True
KX255602.1,True,False,False,True
KX255603.1,True,False,False,True
KX255604.1,True,False,False,True
KX255605.1,True,False,False,True
KX255606.1,True,False,False,True
KX255607.1,True,False,False,True
KX255608.1,True,False,False,True
KX255609.1,True,False,False,True
KX255610.1,True,False,False,True
KX268709.1,True,False,False,False
KX346699.1,True,False,False,False
KX346700.1,True,False,False,False
KX346701.1,True,False,False,False
KX346702.1,True,False,False,False
KX346703.1,True,False,False,False
KX346704.1,True,False,False,False
KX346705.1,True,False,False,False
KX353830.1,True,False,False,False
KX353831.1,True,False,False,False
KX353832.1,True,False,False,False
KX353833.1,True,False,False,False
KX353834.1,True,False,False,False
KX353835.1,True,False,False,False
KX353836.1,True,False,False,False
KX353837.1,True,False,False,False
KX353838.1,True,False,False,False
KX353839.1,True,False,False,False
KX353840.1,True,False,False,False
KX353841.1,True,False,False,False
KX353947.1,True,False,False,False
KX353948.1,True,False,False,False
KX353949.1,True,False,False,False
KX353950.1,True,False,False,False
KX353951.1,True,False,False,False
KX353952.1,True,False,False,False
KX353953.1,True,False,False,False
KX353954.1,True,False,False,False
KX353955.1,True,False,False,False
KX353956.1,True,False,False,False
KX353957.1,True,False,False,False
KX353958.1,True,False,False,False
KX353959.1,True,False,False,False
KX353960.1,True,False,False,False
KX353961.1,True,False,False,False
KX353962.1,True,False,False,False
KX353963.1,True,False,False,False
KX353964.1,True,False,False,False
KX353965.1,True,False,False,False
KX353966.1,True,False,False,False
KX353967.1,True,False,False,False
KX353968.1,True,False,False,False
KX353969.1,True,False,False,False
KX353970.1,True,False,False,False
KX353971.1,True,False,False,False
KX353972.1,True,False,False,False
KX353973.1,True,False,False,False
KX353974.1,True,False,False,False
KX353975.1,True,False,False,False
KX353976.1,True,False,False,False
KX353977.1,True,False,False,False
KX353978.1,True,False,False,False
KX353979.1,True,False,False,False
KX353980.1,True,False,False,False
KX353981.1,True,False,False,False
KX353982.1,True,False,False,False
KX353983.1,True,False,False,False
KX353984.1,True,False,False,False
KX353985.1,True,False,False,False
KX353986.1,True,False,False,False
KX353987.1,True,False,False,False
KX353988.1,True,False,False,False
KX353989.1,True,False,False,False
KX353990.1,True,False,False,False
KX353991.1,True,False,False,False
KX353992.1,True,False,False,False
KX353993.1,True,False,False,False
KX353994.1,True,False,False,False
KX353995.1,True,False,False,False
KX353996.1,True,False,False,False
KX353997.1,True,False,False,False
KX353998.1,True,False,False,False
KX353999.1,True,False,False,False
KX354000.1,True,False,False,False
KX354001.1,True,False,False,False
KX354002.1,True,False,False,False
KX354003.1,True,False,False,False
KX354004.1,True,False,False,False
KX354005.1,True,False,False,False
KX354006.1,True,False,False,False
KX354007.1,True,False,False,False
KX354008.1,True,False,False,False
KX354009.1,True,False,False,False
KX354010.1,True,False,False,False
KX354011.1,True,False,False,False
KX354012.1,True,False,False,False
KX354013.1,True,False,False,False
KX354014.1,True,False,False,False
KX354015.1,True,False,False,False
KX354016.1,True,False,False,False
KX354017.1,True,False,False,False
KX354018.1,True,False,False,False
KX354019.1,True,False,False,False
KX354020.1,True,False,False,False
KX354021.1,True,False,False,False
KX354022.1,True,False,False,False
KX354023.1,True,False,False,False
KX354024.1,True,False,False,False
KX354025.1,True,False,False,False
KX354026.1,True,False,False,False
KX354027.1,True,False,False,False
KX354028.1,True,False,False,False
KX354029.1,True,False,False,False
KX354030.1,True,False,False,False
KX354031.1,True,False,False,False
KX354032.1,True,False,False,False
KX354033.1,True,False,False,False
KX354034.1,True,False,False,False
KX354035.1,True,False,False,False
KX354036.1,True,False,False,False
KX354037.1,True,False,False,False
KX354038.1,True,False,False,False
KX354039.1,True,False,False,False
KX354040.1,True,False,False,False
KX354041.1,True,False,False,False
KX354042.1,True,False,False,False
KX354043.1,True,False,False,False
KX354044.1,True,False,False,False
KX354045.1,True,False,False,False
KX354046.1,True,False,False,False
KX354047.1,True,False,False,False
KX354048.1,True,False,False,False
KX354049.1,True,False,False,False
KX354050.1,True,False,False,False
KX354051.1,True,False,False,False
KX354052.1,True,False,False,False
KX354053.1,True,False,False,False
KX354054.1,True,False,False,False
KX354055.1,True,False,False,False
KX354056.1,True,False,False,False
KX354057.1,True,False,False,False
KX354058.1,True,False,False,False
KX354059.1,True,False,False,False
KX354060.1,True,False,False,False
KX354061.1,True,False,False,False
KX354062.1,True,False,False,False
KX354063.1,True,False,False,False
KX354064.1,True,False,False,False
KX354065.1,True,False,False,False
KX354066.1,True,False,False,False
KX354067.1,True,False,False,False
KX354068.1,True,False,False,False
KX354069.1,True,False,False,False
KX354070.1,True,False,False,False
KX354071.1,True,False,False,False
KX354072.1,True,False,False,False
KX354073.1,True,False,False,False
KX354074.1,True,False,False,False
KX354075.1,True,False,False,False
KX354076.1,True,False,False,False
KX354077.1,True,False,False,False
KX354078.1,True,False,False,False
KX354079.1,True,False,False,False
KX354080.1,True,False,False,False
KX354081.1,True,False,False,False
KX354082.1,True,False,False,False
KX354083.1,True,False,False,False
KX354084.1,True,False,False,False
KX354085.1,True,False,False,False
KX354086.1,True,False,False,False
KX354087.1,True,False,False,False
KX354088.1,True,False,False,False
KX354089.1,True,False,False,False
KX354090.1,True,False,False,False
KX354091.1,True,False,False,False
KX354092.1,True,False,False,False
KX354093.1,True,False,False,False
KX354094.1,True,False,False,False
KX354095.1,True,False,False,False
KX354096.1,True,False,False,False
KX354097.1,True,False,False,False
KX354098.1,True,False,False,False
KX354099.1,True,False,False,False
KX354100.1,True,False,False,False
KX354101.1,True,False,False,False
KX354102.1,True,False,False,False
KX354103.1,True,False,False,False
KX354104.1,True,False,False,False
KX354105.1,True,False,False,False
KX354106.1,True,False,False,False
KX354107.1,True,False,False,False
KX354108.1,True,False,False,False
KX354109.1,True,False,False,False
KX354110.1,True,False,False,False
KX354111.1,True,False,False,False
KX354112.1,True,False,False,False
KX354113.1,True,False,False,False
KX354114.1,True,False,False,False
KX354115.1,True,False,False,False
KX354116.1,True,False,False,False
KX354117.1,True,False,False,False
KX354118.1,True,False,False,False
KX354119.1,True,False,False,False
KX354120.1,True,False,False,False
KX354121.1,True,False,False,False
KX354122.1,True,False,False,False
KX354123.1,True,False,False,False
KX354124.1,True,False,False,False
KX354125.1,True,False,False,False
KX354126.1,True,False,False,False
KX354127.1,True,False,False,False
KX354128.1,True,False,False,False
KX354129.1,True,False,False,False
KX354130.1,True,False,False,False
KX354131.1,True,False,False,False
KX354132.1,True,False,False,False
KX354133.1,True,False,False,False
KX354134.1,True,False,False,False
KX354135.1,True,False,False,False
KX354136.1,True,False,False,False
KX354137.1,True,False,False,False
KX354138.1,True,False,False,False
KX354139.1,True,False,False,False
KX354140.1,True,False,False,False
KX354141.1,True,False,False,False
KX354142.1,True,False,False,False
KX354143.1,True,False,False,False
KX354144.1,True,False,False,False
KX354145.1,True,False,False,False
KX354146.1,True,False,False,False
KX355506.1,True,False,False,False
KX356910.1,False,False,False,True
KX356911.1,False,False,False,True
KX356912.1,False,False,False,True
KX356913.1,False,False,False,True
KX356914.1,False,False,False,True
KX356915.1,False,False,False,True
KX356916.1,False,False,False,True
KX356917.1,False,False,False,True
KX356918.1,False,False,False,True
KX356919.1,False,False,False,True
KX356920.1,False,False,False,True
KX356921.1,False,False,False,True
KX356922.1,False,False,False,True
KX356923.1,False,False,False,True
KX356924.1,False,False,False,True
KX356925.1,False,False,False,True
KX356926.1,False,False,False,True
KX356927.1,False,False,False,True
KX356928.1,False,False,False,True
KX356929.1,False,False,False,True
KX356930.1,False,False,False,True
KX356931.1,False,False,False,True
KX356932.1,False,False,False,True
KX356933.1,False,False,False,True
KX356934.1,False,False,False,True
KX356935.1,False,False,False,True
KX356936.1,False,False,False,True
KX356937.1,False,False,False,True
KX356938.1,False,False,False,True
KX356939.1,False,False,False,True
KX356940.1,False,False,False,True
KX356941.1,False,False,False,True
KX356942.1,False,False,False,True
KX356943.1,False,False,False,True
KX356944.1,False,False,False,True
KX356945.1,False,False,False,True
KX356946.1,False,False,False,True
KX356947.1,False,False,False,True
KX356948.1,False,False,False,True
KX356949.1,False,False,False,True
KX356950.1,False,False,False,True
KX356951.1,False,False,False,True
KX356952.1,False,False,False,True
KX356953.1,False,False,False,True
KX356954.1,False,False,False,True
KX356955.1,False,False,False,True
KX356956.1,False,False,False,True
KX356957.1,False,False,False,True
KX356958.1,False,False,False,True
KX356959.1,False,False,False,True
KX356960.1,False,False,False,True
KX356961.1,False,False,False,True
KX356962.1,False,False,False,True
KX356963.1,False,False,False,True
KX356964.1,False,False,False,True
KX356965.1,False,False,False,True
KX356966.1,False,False,False,True
KX356967.1,False,False,False,True
KX356968.1,False,False,False,True
KX356969.1,False,False,False,True
KX356970.1,False,False,False,True
KX356971.1,False,False,False,True
KX356972.1,False,False,False,True
KX356973.1,False,False,False,True
KX356974.1,False,False,False,True
KX356975.1,False,False,False,True
KX356976.1,False,False,False,True
KX356977.1,False,False,False,True
KX356978.1,False,False,False,True
KX356979.1,False,False,False,True
KX356980.1,False,False,False,True
KX356981.1,False,False,False,True
KX356982.1,False,False,False,True
KX356983.1,False,False,False,True
KX356984.1,False,False,False,True
KX356985.1,False,False,False,True
KX356986.1,False,False,False,True
KX356987.1,False,False,False,True
KX356988.1,False,False,False,True
KX356989.1,False,False,False,True
KX356990.1,False,False,False,True
KX356991.1,False,False,False,True
KX356992.1,False,False,False,True
KX356993.1,False,False,False,True
KX356994.1,False,False,False,True
KX356995.1,False,False,False,True
KX356996.1,False,False,False,True
KX356997.1,False,False,False,True
KX356998.1,False,False,False,True
KX356999.1,False,False,False,True
KX357000.1,False,False,False,True
KX357001.1,False,False,False,True
KX357002.1,False,False,False,True
KX357003.1,False,False,False,True
KX357004.1,False,False,False,True
KX357005.1,False,False,False,True
KX357006.1,False,False,False,True
KX357007.1,False,False,False,True
KX357008.1,False,False,False,True
KX357009.1,False,False,False,True
KX357010.1,False,False,False,True
KX357011.1,False,False,False,True
KX357012.1,False,False,False,True
KX357013.1,False,False,False,True
KX357014.1,False,False,False,True
KX357015.1,False,False,False,True
KX357016.1,False,False,False,True
KX357017.1,False,False,False,True
KX357018.1,False,False,False,True
KX357019.1,False,False,False,True
KX357020.1,False,False,False,True
KX357021.1,False,False,False,True
KX357022.1,False,False,False,True
KX357023.1,False,False,False,True
KX357024.1,False,False,False,True
KX357025.1,False,False,False,True
KX357026.1,False,False,False,True
KX357027.1,False,False,False,True
KX357028.1,False,False,False,True
KX357029.1,False,False,False,True
KX357030.1,False,False,False,True
KX357031.1,False,False,False,True
KX357032.1,False,False,False,True
KX357033.1,False,False,False,True
KX357034.1,False,False,False,True
KX357035.1,False,False,False,True
KX357036.1,False,False,False,True
KX357037.1,False,False,False,True
KX357038.1,False,False,False,True
KX357039.1,False,False,False,True
KX357040.1,False,False,False,True
KX357041.1,False,False,False,True
KX357042.1,False,False,False,True
KX357043.1,False,False,False,True
KX357044.1,False,False,False,True
KX357045.1,False,False,False,True
KX357046.1,False,False,False,True
KX357047.1,False,False,False,True
KX357048.1,False,False,False,True
KX357049.1,False,False,False,True
KX357050.1,False,False,False,True
KX357051.1,False,False,False,True
KX357052.1,False,False,False,True
KX357053.1,False,False,False,True
KX357054.1,False,False,False,True
KX357055.1,False,False,False,True
KX357056.1,False,False,False,True
KX357057.1,False,False,False,True
KX357058.1,False,False,False,True
KX357059.1,False,False,False,True
KX357060.1,False,False,False,True
KX357061.1,False,False,False,True
KX357062.1,False,False,False,True
KX357063.1,False,False,False,True
KX357064.1,False,False,False,True
KX357065.1,False,False,False,True
KX357066.1,False,False,False,True
KX357067.1,False,False,False,True
KX357068.1,False,False,False,True
KX357069.1,False,False,False,True
KX357070.1,False,False,False,True
KX357071.1,False,False,False,True
KX357072.1,False,False,False,True
KX357073.1,False,False,False,True
KX357074.1,False,False,False,True
KX357075.1,False,False,False,True
KX357076.1,False,False,False,True
KX357077.1,False,False,False,True
KX357078.1,False,False,False,True
KX357079.1,False,False,False,True
KX357080.1,False,False,False,True
KX357081.1,False,False,False,True
KX357082.1,False,False,False,True
KX357083.1,False,False,False,True
KX357084.1,False,False,False,True
KX357085.1,False,False,False,True
KX357086.1,False,False,False,True
KX357087.1,False,False,False,True
KX357088.1,False,False,False,True
KX357089.1,False,False,False,True
KX357090.1,False,False,False,True
KX357091.1,False,False,False,True
KX357092.1,False,False,False,True
KX357093.1,False,False,False,True
KX357094.1,False,False,False,True
KX357095.1,False,False,False,True
KX357096.1,False,False,False,True
KX357097.1,False,False,False,True
KX357098.1,False,False,False,True
KX357099.1,False,False,False,True
KX357100.1,False,False,False,True
KX357101.1,False,False,False,True
KX357102.1,False,False,False,True
KX357103.1,False,False,False,True
KX357104.1,False,False,False,True
KX357105.1,False,False,False,True
KX357106.1,False,False,False,True
KX357107.1,False,False,False,True
KX357108.1,False,False,False,True
KX357113.1,False,False,False,True
KX371107.1,True,False,False,False
KX371108.1,True,False,False,False
KX371109.1,True,False,False,False
KX371110.1,True,False,False,False
KX371111.1,True,False,False,False
KX371112.1,True,False,False,False
KX371603.1,True,False,False,False
KX371604.1,True,False,False,False
KX371605.1,True,False,False,False
KX371606.1,True,False,False,False
KX371607.1,True,False,False,False
KX371608.1,True,False,False,False
KX371609.1,True,False,False,False
KX371610.1,True,False,False,False
KX372682.1,True,False,False,True
KX372683.1,True,False,False,True
KX372684.1,True,False,False,True
KX372685.1,True,False,False,True
KX420891.1,True,False,False,True
KX420892.1,True,False,False,True
KX420893.1,True,False,False,True
KX420894.1,True,False,False,True
KX420895.1,True,False,False,True
KX424844.1,True,False,False,True
KX426085.1,True,False,False,False
KX452701.1,True,False,False,False
KX452702.1,True,False,False,False
KX452703.1,True,False,False,False
KX452704.1,True,False,False,False
KX452705.1,True,False,False,False
KX452706.1,True,False,False,False
KX452707.1,True,False,False,False
KX452708.1,True,False,False,False
KX452709.1,True,False,False,False
KX452710.1,True,False,False,False
KX452711.1,True,False,False,False
KX452712.1,True,False,False,False
KX452713.1,True,False,False,False
KX452714.1,True,False,False,False
KX452715.1,True,False,False,False
KX452716.1,True,False,False,False
KX458103.1,True,False,False,True
KX462210.1,False,False,False,True
KX462211.1,False,False,False,True
KX462212.1,True,False,False,True
KX462213.1,True,False,False,True
KX462214.1,False,False,False,True
KX462215.1,False,False,False,True
KX462216.1,False,False,False,True
KX462217.1,False,False,False,True
KX462218.1,False,False,False,True
KX462219.1,False,False,False,True
KX462220.1,False,False,False,True
KX462221.1,False,False,False,True
KX462222.1,False,False,False,True
KX462223.1,False,False,False,True
KX462224.1,False,False,False,True
KX462225.1,False,False,False,True
KX462226.1,False,False,False,True
KX462227.1,False,False,False,True
KX514170.1,True,False,False,True
KX514171.1,True,False,False,True
KX514172.1,True,False,False,True
KX514173.1,True,False,False,True
KX514174.1,True,False,False,True
KX514175.1,True,False,False,True
KX514176.1,True,False,False,True
KX514177.1,True,False,False,True
KX514178.1,True,False,False,True
KX514179.1,True,False,False,True
KX514180.1,True,False,False,True
KX514181.1,True,False,False,True
KX514182.1,True,False,False,True
KX514183.1,True,False,False,True
KX514184.1,True,False,False,True
KX514185.1,True,False,False,True
KX514186.1,True,False,False,True
KX514187.1,True,False,False,True
KX514188.1,True,False,False,True
KX514189.1,True,False,False,True
KX514190.1,True,False,False,True
KX514191.1,True,False,False,True
KX514192.1,True,False,False,True
KX514193.1,True,False,False,True
KX514194.1,True,False,False,True
KX514195.1,True,False,False,True
KX514196.1,True,False,False,True
KX514197.1,True,False,False,True
KX514198.1,True,False,False,True
KX514199.1,True,False,False,True
KX514200.1,True,False,False,True
KX514201.1,True,False,False,True
KX514202.1,True,False,False,True
KX514203.1,True,False,False,True
KX514204.1,True,False,False,True
KX514205.1,True,False,False,True
KX514206.1,True,False,False,True
KX514207.1,True,False,False,True
KX514208.1,True,False,False,True
KX514209.1,True,False,False,True
KX514210.1,True,False,False,True
KX514211.1,True,False,False,True
KX514212.1,True,False,False,True
KX514213.1,True,False,False,True
KX514214.1,True,False,False,True
