accession,BLAST_score,begin,end,length,p_type,p_subtype,rdrp_start,rdrp_end,genotype,genotype_subtype,vp1_start,vp1_end
LC868430.1,75.885826,14,7501,7493,GII.P17,None,3500.0,5099.0,GII.17,None,5080,6696
LC868431.1,75.885826,14,7501,7493,GII.P17,None,3500.0,5099.0,GII.17,None,5080,6696
LC868432.1,75.661026,21,7501,7486,GII.P17,None,3500.0,5092.0,GII.17,None,5073,6689
LC868433.1,75.84962,19,7501,7488,GII.P17,None,3500.0,5094.0,GII.17,None,5075,6691
LC868434.1,75.85302,14,7501,7493,GII.P17,None,3500.0,5099.0,GII.17,None,5080,6696
LC868435.1,75.64102,26,7511,7491,GII.P17,None,3500.0,5087.0,GII.17,None,5068,6684
LC868436.1,75.90223,14,7505,7497,GII.P17,None,3500.0,5099.0,GII.17,None,5080,6696
LC868437.1,75.87734,12,7505,7499,GII.P17,None,3500.0,5101.0,GII.17,None,5082,6698
LC868438.1,75.87453,21,7499,7484,GII.P17,None,3500.0,5092.0,GII.17,None,5073,6689
LC918507.1,75.86942,14,7552,7544,GII.P17,None,3500.0,5099.0,GII.17,None,5080,6696
LC918508.1,75.796906,24,7579,7561,GII.P17,None,3500.0,5089.0,GII.17,None,5070,6686
LC918509.1,75.60936,10,7507,7503,GII.P17,None,3500.0,5103.0,GII.17,None,5084,6706
LC918510.1,75.99018,0,7534,7540,GII.P17,None,3500.0,5113.0,GII.17,None,5094,6710
LC918511.1,75.92471,0,7576,7582,GII.P17,None,3500.0,5113.0,GII.17,None,5094,6710
LC918512.1,75.91803,10,7549,7545,GII.P17,None,3500.0,5103.0,GII.17,None,5084,6700
LC918513.1,75.82472,17,7501,7490,GII.P17,None,3500.0,5096.0,GII.17,None,5077,6693
LC918514.1,75.91803,10,7567,7563,GII.P17,None,3500.0,5103.0,GII.17,None,5084,6700
LC918515.1,75.86885,10,7576,7572,GII.P17,None,3500.0,5103.0,GII.17,None,5084,6700
LC918516.1,76.00853,12,7501,7495,GII.P17,None,3500.0,5101.0,GII.17,None,5082,6698
LC918517.1,75.78688,10,7576,7572,GII.P17,None,3500.0,5103.0,GII.17,None,5084,6700
LC918518.1,75.92532,4,7576,7578,GII.P17,None,3500.0,5109.0,GII.17,None,5090,6706
LC918519.1,75.75163,3,7580,7583,GII.P17,None,3500.0,5110.0,GII.17,None,5091,6713
LC918520.1,75.719894,11,7580,7575,GII.P17,None,3500.0,5102.0,GII.17,None,5083,6705
LC918521.1,75.8581,21,7552,7537,GII.P17,None,3500.0,5092.0,GII.17,None,5073,6689
LC918522.1,75.91469,15,7579,7570,GII.P17,None,3500.0,5098.0,GII.17,None,5079,6695
LC918523.1,75.857544,17,7579,7568,GII.P17,None,3500.0,5096.0,GII.17,None,5077,6693
LC918524.1,75.88187,15,7579,7570,GII.P17,None,3500.0,5098.0,GII.17,None,5079,6695
LC919492.1,75.82868,16,7534,7524,GII.P17,None,3500.0,5097.0,GII.17,None,5084,6694
MF352142.1,69.060974,31,7525,7497,GII.P26,None,3541.0,5070.0,GII.26,None,5054,6682
MF352143.1,68.71721,31,7525,7497,GII.P26,None,3541.0,5070.0,GII.26,None,5054,6682
MF352144.1,68.88809,31,7525,7497,GII.P26,None,3541.0,5070.0,GII.26,None,5054,6682
MG049692.1,83.72464,4,7516,7509,GII.P4,Den_Haag_2006b,3500.0,5100.0,GII.4,Den_Haag_2006b,5081,6703
MG548737.1,85.19127,0,7565,7559,GII.P4,Den_Haag_2006b,3500.0,5104.0,GII.4,Den_Haag_2006b,5085,6707
MG572182.1,77.578415,0,7518,7518,GII.P16,None,3500.0,5104.0,GII.1,None,5085,6692
MG572719.1,68.482,31,7525,7497,GII.P26,None,3500.0,5073.0,GII.26,None,5054,6682
MG572730.1,68.62675,31,7525,7497,GII.P26,None,3500.0,5073.0,GII.26,None,5054,6682
MG572731.1,68.572464,31,7525,7497,GII.P26,None,3500.0,5073.0,GII.26,None,5054,6682
MG572732.1,68.56476,31,7525,7497,GII.P26,None,3500.0,5073.0,GII.26,None,5054,6682
MG692610.1,75.84518,0,7550,7556,GII.P17,None,3581.0,5110.0,GII.17,None,5094,6716
MG706448.1,73.92179,9,7531,7525,GII.PNA2,None,3563.0,5092.0,GII.NA2,None,5076,6704
MG745985.1,76.51391,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745986.1,76.46674,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745987.1,76.53211,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745988.1,76.62465,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745989.1,76.62465,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745990.1,76.66286,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745991.1,76.564804,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745992.1,76.548454,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745993.1,76.49943,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745994.1,76.62848,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745995.1,76.61382,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745996.1,76.548454,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745997.1,76.46674,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745998.1,76.4504,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG745999.1,76.44459,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746000.1,76.44459,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746001.1,76.59191,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746002.1,76.59191,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746003.1,76.66121,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746004.1,76.66121,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746005.1,76.43406,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746006.1,76.548454,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746007.1,76.42822,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746008.1,76.57938,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746009.1,76.66121,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746010.1,76.51577,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746011.1,76.62465,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746012.1,76.608284,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746013.1,76.62465,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746014.1,76.64102,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746015.1,76.51577,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746016.1,76.62848,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746017.1,76.51577,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746018.1,76.657394,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746019.1,76.73924,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746020.1,76.657394,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746021.1,76.49943,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746022.1,76.61211,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746023.1,76.59575,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746024.1,76.59191,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746025.1,76.57554,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746026.1,76.64102,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746027.1,76.53028,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746028.1,76.61211,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746029.1,76.62848,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746030.1,76.483086,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746031.1,76.57554,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746032.1,76.61382,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746033.1,76.564804,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746034.1,76.4937,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746035.1,76.644844,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746036.1,76.75941,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746037.1,76.644844,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746038.1,76.67919,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746039.1,76.59191,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746040.1,76.58114,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746041.1,76.51006,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746042.1,76.38347,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746043.1,76.54281,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746044.1,76.4937,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG746045.1,76.47733,0,7536,7536,GII.P16,None,3572.0,5101.0,GII.2,None,5085,6713
MG892908.3,76.48215,0,7510,7510,GII.P16,None,3572.0,5101.0,GII.13,None,5085,6713
MG892929.3,75.87683,0,7587,7581,GII.P16,None,3572.0,5101.0,GII.4,Sydney_2016,5085,6707
MG892946.3,76.31844,0,7569,7569,GII.P16,None,3572.0,5101.0,GII.3,None,5085,6731
MG892953.3,76.49723,0,7568,7568,GII.P16,None,3572.0,5101.0,GII.3,None,5085,6731
MG892974.3,76.543816,4,7557,7553,GII.P16,None,3568.0,5097.0,GII.2,None,5081,6709
MH218570.1,81.2374,0,7563,7563,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218571.1,81.035645,0,7555,7555,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218572.1,81.203766,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218573.1,81.108315,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218574.1,81.13652,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218575.1,81.17014,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218576.1,81.17014,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218577.1,81.18696,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218578.1,81.27102,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218579.1,81.27102,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218580.1,80.96839,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218581.1,80.901146,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218582.1,80.91795,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218583.1,81.22058,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218584.1,81.07473,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218585.1,81.05794,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218586.1,81.00756,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218587.1,80.867516,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218588.1,80.867516,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218589.1,81.119705,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218590.1,80.83389,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218591.1,75.16257,0,7523,7535,GII.P16,None,3569.0,5098.0,GII.17,None,5082,6704
MH218592.1,80.96839,0,7541,7541,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218593.1,80.85071,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218594.1,81.08608,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218595.1,81.119705,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218596.1,81.13652,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218597.1,81.119705,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218598.1,81.024345,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218599.1,80.85071,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218600.1,81.01883,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218601.1,81.06927,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218602.1,81.203766,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218603.1,81.108315,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218604.1,80.80027,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218605.1,85.18944,0,7565,7559,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218606.1,84.32016,0,7519,7513,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Could not assign,5085,6707
MH218607.1,84.81951,0,7519,7513,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218608.1,85.07463,0,7565,7559,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218609.1,85.0681,0,7513,7513,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218610.1,85.18581,0,7513,7513,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218611.1,85.16899,0,7513,7513,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218612.1,84.753586,0,7570,7564,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218613.1,85.16899,0,7579,7579,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218614.1,84.89421,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218615.1,85.05823,0,7565,7559,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218616.1,85.091034,0,7565,7559,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218617.1,84.418564,0,7576,7570,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Could not assign,5085,6707
MH218618.1,81.04114,0,7548,7548,GII.P21,None,3572.0,5101.0,GII.3,None,5085,6731
MH218619.1,84.53338,0,7538,7532,GII.P4,New_Orleans_2009,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218620.1,84.992615,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218621.1,84.992615,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218622.1,84.992615,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218623.1,84.992615,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218624.1,85.25504,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218625.1,84.94341,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218626.1,84.959816,0,7566,7560,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
MH218627.1,85.10743,0,7565,7559,GII.P31,None,3572.0,5101.0,GII.4,Sydney_2012,5085,6707
GU292831.4,76.53088,0,7550,7577,GII.P16,None,3566.0,5095.0,GII.16,None,5079,6701
HM596590.4,75.44232,0,7524,7536,GII.P16,None,3569.0,5098.0,GII.5,None,5082,6704
KF895841.2,76.34897,1,7555,7551,GII.P16,None,3500.0,5100.0,GII.3,None,5081,6727
KF920739.4,77.44022,0,7568,7580,GII.P16,None,3569.0,5098.0,GII.16,None,5082,6704
KF944110.2,76.28172,1,7552,7548,GII.P16,None,3500.0,5100.0,GII.3,None,5081,6727
KF944111.3,76.264915,1,7558,7554,GII.P16,None,3500.0,5100.0,GII.3,None,5081,6727
